Year,Race,Race Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate,Age Adjusted Rate
2000,White,2106-3,Chronic myeloid leukaemia - Malignant neoplasms,C92.1,75,9812402,0.8,0.7
2000,White,2106-3,Other myeloid leukaemia - Malignant neoplasms,C92.7,15,9812402,0.2 (Unreliable),0.1 (Unreliable)
2000,White,2106-3,"Myeloid leukaemia, unspecified - Malignant neoplasms",C92.9,10,9812402,0.1 (Unreliable),0.1 (Unreliable)
2000,White,2106-3,Acute leukaemia of unspecified cell type - Malignant neoplasms,C95.0,122,9812402,1.2,1.1
2000,White,2106-3,"Leukaemia, unspecified - Malignant neoplasms",C95.9,90,9812402,0.9,0.8
2000,White,2106-3,Malignant neoplasms of independent (primary) multiple sites,C97,182,9812402,1.9,1.7
2000,White,2106-3,"Meninges, unspecified - Benign neoplasms",D32.9,25,9812402,0.3,0.2
2000,White,2106-3,"Trachea, bronchus and lung - Uncertain neoplasms",D38.1,29,9812402,0.3,0.3
2000,White,2106-3,"Brain, supratentorial - Uncertain neoplasms",D43.0,13,9812402,0.1 (Unreliable),0.1 (Unreliable)
2000,White,2106-3,"Brain, unspecified - Uncertain neoplasms",D43.2,135,9812402,1.4,1.3
2000,White,2106-3,"Refractory anaemia, unspecified - Uncertain neoplasms",D46.4,12,9812402,0.1 (Unreliable),0.1 (Unreliable)
2000,White,2106-3,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",D46.9,206,9812402,2.1,1.9
2000,White,2106-3,Chronic myeloproliferative disease - Uncertain neoplasms,D47.1,82,9812402,0.8,0.8
2000,White,2106-3,Other specified sites - Uncertain neoplasms,D48.7,15,9812402,0.2 (Unreliable),0.1 (Unreliable)
2000,White,2106-3,"Neoplasm of uncertain or unknown behaviour, unspecified - Uncertain neoplasms",D48.9,11,9812402,0.1 (Unreliable),0.1 (Unreliable)
2000,White,2106-3,"Aplastic anaemia, unspecified",D61.9,50,9812402,0.5,0.5
2000,White,2106-3,"Anaemia, unspecified",D64.9,105,9812402,1.1,1
2000,White,2106-3,Disseminated intravascular coagulation [defibrination syndrome],D65,26,9812402,0.3,0.2
2000,White,2106-3,"Coagulation defect, unspecified",D68.9,37,9812402,0.4,0.3
2000,White,2106-3,"Thrombocytopenia, unspecified",D69.6,14,9812402,0.1 (Unreliable),0.1 (Unreliable)
2000,White,2106-3,"Immunodeficiency, unspecified",D84.9,11,9812402,0.1 (Unreliable),0.1 (Unreliable)
2000,White,2106-3,"Sarcoidosis, unspecified",D86.9,10,9812402,0.1 (Unreliable),0.1 (Unreliable)
2000,White,2106-3,"Hypothyroidism, unspecified",E03.9,79,9812402,0.8,0.7
2000,White,2106-3,"Thyrotoxicosis, unspecified",E05.9,16,9812402,0.2 (Unreliable),0.2 (Unreliable)
2000,White,2106-3,"Insulin-dependent diabetes mellitus, with ketoacidosis",E10.1,13,9812402,0.1 (Unreliable),0.1 (Unreliable)
2000,White,2106-3,"Insulin-dependent diabetes mellitus, with renal complications",E10.2,11,9812402,0.1 (Unreliable),0.1 (Unreliable)
2000,White,2106-3,"Insulin-dependent diabetes mellitus, with peripheral circulatory complications",E10.5,41,9812402,0.4,0.4
2000,White,2106-3,"Insulin-dependent diabetes mellitus, with multiple complications",E10.7,10,9812402,0.1 (Unreliable),0.1 (Unreliable)
2000,White,2106-3,"Insulin-dependent diabetes mellitus, without complications",E10.9,336,9812402,3.4,3.2
2000,White,2106-3,"Non-insulin-dependent diabetes mellitus, with renal complications",E11.2,14,9812402,0.1 (Unreliable),0.1 (Unreliable)
2000,White,2106-3,"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications",E11.5,73,9812402,0.7,0.7
2000,White,2106-3,"Non-insulin-dependent diabetes mellitus, with multiple complications",E11.7,16,9812402,0.2 (Unreliable),0.1 (Unreliable)
2000,White,2106-3,"Non-insulin-dependent diabetes mellitus, without complications",E11.9,603,9812402,6.1,5.6
2000,White,2106-3,"Unspecified diabetes mellitus, with coma",E14.0,16,9812402,0.2 (Unreliable),0.2 (Unreliable)
2000,White,2106-3,"Unspecified diabetes mellitus, with ketoacidosis",E14.1,48,9812402,0.5,0.5
2000,White,2106-3,"Unspecified diabetes mellitus, with renal complications",E14.2,50,9812402,0.5,0.5
2000,White,2106-3,"Unspecified diabetes mellitus, with neurological complications",E14.4,16,9812402,0.2 (Unreliable),0.2 (Unreliable)
2000,White,2106-3,"Unspecified diabetes mellitus, with peripheral circulatory complications",E14.5,231,9812402,2.4,2.2
2000,White,2106-3,"Unspecified diabetes mellitus, with other specified complications",E14.6,15,9812402,0.2 (Unreliable),0.1 (Unreliable)
2000,White,2106-3,"Unspecified diabetes mellitus, with multiple complications",E14.7,23,9812402,0.2,0.2
2000,White,2106-3,"Unspecified diabetes mellitus, without complications",E14.9,1575,9812402,16.1,14.7
2000,White,2106-3,Nutritional marasmus,E41,12,9812402,0.1 (Unreliable),0.1 (Unreliable)
2000,White,2106-3,Unspecified severe protein-energy malnutrition,E43,19,9812402,0.2 (Unreliable),0.2 (Unreliable)
2000,White,2106-3,Unspecified protein-energy malnutrition,E46,184,9812402,1.9,1.7
2000,White,2106-3,Other obesity,E66.8,57,9812402,0.6,0.6
2000,White,2106-3,"Obesity, unspecified",E66.9,40,9812402,0.4,0.4
2000,White,2106-3,Pure hypercholesterolaemia,E78.0,80,9812402,0.8,0.7
2000,White,2106-3,"Hyperlipidaemia, unspecified",E78.5,188,9812402,1.9,1.8
2000,White,2106-3,Disorders of calcium metabolism,E83.5,10,9812402,0.1 (Unreliable),0.1 (Unreliable)
2000,White,2106-3,Cystic fibrosis with pulmonary manifestations,E84.0,14,9812402,0.1 (Unreliable),0.1 (Unreliable)
2000,White,2106-3,"Cystic fibrosis, unspecified",E84.9,14,9812402,0.1 (Unreliable),0.1 (Unreliable)
2000,White,2106-3,Organ-limited amyloidosis,E85.4,13,9812402,0.1 (Unreliable),0.1 (Unreliable)
2000,White,2106-3,"Amyloidosis, unspecified",E85.9,20,9812402,0.2,0.2
2000,White,2106-3,Volume depletion,E86,285,9812402,2.9,2.7
2000,White,2106-3,Hyperosmolality and hypernatraemia,E87.0,22,9812402,0.2,0.2
2000,White,2106-3,Acidosis,E87.2,45,9812402,0.5,0.4
2000,White,2106-3,Hyperkalaemia,E87.5,11,9812402,0.1 (Unreliable),0.1 (Unreliable)
2000,White,2106-3,"Other disorders of electrolyte and fluid balance, not elsewhere classified",E87.8,61,9812402,0.6,0.6
2000,White,2106-3,"Disorders of plasma-protein metabolism, not elsewhere classified",E88.0,13,9812402,0.1 (Unreliable),0.1 (Unreliable)
2000,White,2106-3,"Metabolic disorder, unspecified",E88.9,18,9812402,0.2 (Unreliable),0.2 (Unreliable)
2000,White,2106-3,Unspecified dementia,F03,1647,9812402,16.8,15.4
2000,White,2106-3,Unspecified mental disorder due to brain damage and dysfunction and to physical disease,F06.9,75,9812402,0.8,0.7
2000,White,2106-3,"Mental and behavioural disorders due to use of alcohol, acute intoxication",F10.0,17,9812402,0.2 (Unreliable),0.2 (Unreliable)
2000,White,2106-3,"Mental and behavioural disorders due to use of alcohol, harmful use",F10.1,40,9812402,0.4,0.4
2000,White,2106-3,"Mental and behavioural disorders due to use of alcohol, dependence syndrome",F10.2,64,9812402,0.7,0.6
2000,White,2106-3,"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder",F17.9,14,9812402,0.1 (Unreliable),0.1 (Unreliable)
2000,White,2106-3,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",F19.1,17,9812402,0.2 (Unreliable),0.2 (Unreliable)
2000,White,2106-3,"Schizophrenia, unspecified",F20.9,17,9812402,0.2 (Unreliable),0.2 (Unreliable)
2000,White,2106-3,"Depressive episode, unspecified",F32.9,51,9812402,0.5,0.5
2000,White,2106-3,Unspecified mental retardation,F79,12,9812402,0.1 (Unreliable),0.1 (Unreliable)
2000,White,2106-3,"Meningitis, unspecified",G03.9,14,9812402,0.1 (Unreliable),0.1 (Unreliable)
2000,White,2106-3,Huntington's disease,G10,37,9812402,0.4,0.4
2000,White,2106-3,Motor neuron disease,G12.2,217,9812402,2.2,2
2000,White,2106-3,Parkinson's disease,G20,653,9812402,6.7,6
2000,White,2106-3,Alzheimer's disease with late onset,G30.1,64,9812402,0.7,0.6
2000,White,2106-3,"Alzheimer's disease, unspecified",G30.9,2087,9812402,21.3,19.4
2000,White,2106-3,"Degenerative disease of nervous system, unspecified",G31.9,50,9812402,0.5,0.5
2000,White,2106-3,Multiple sclerosis,G35,113,9812402,1.2,1.1
2000,White,2106-3,"Epilepsy, unspecified",G40.9,13,9812402,0.1 (Unreliable),0.1 (Unreliable)
2000,White,2106-3,"Status epilepticus, unspecified",G41.9,18,9812402,0.2 (Unreliable),0.2 (Unreliable)
2000,White,2106-3,"Transient cerebral ischaemic attack, unspecified",G45.9,16,9812402,0.2 (Unreliable),0.1 (Unreliable)
2000,White,2106-3,Sleep apnoea,G47.3,17,9812402,0.2 (Unreliable),0.2 (Unreliable)
2000,White,2106-3,Myasthenia gravis,G70.0,17,9812402,0.2 (Unreliable),0.2 (Unreliable)
2000,White,2106-3,Muscular dystrophy,G71.0,31,9812402,0.3,0.3
2000,White,2106-3,"Infantile cerebral palsy, unspecified",G80.9,38,9812402,0.4,0.4
2000,White,2106-3,"Hemiplegia, unspecified",G81.9,11,9812402,0.1 (Unreliable),0.1 (Unreliable)
2000,White,2106-3,"Paraplegia, unspecified",G82.2,14,9812402,0.1 (Unreliable),0.1 (Unreliable)
2000,White,2106-3,"Tetraplegia, unspecified",G82.5,20,9812402,0.2,0.2
2000,White,2106-3,Normal-pressure hydrocephalus,G91.2,16,9812402,0.2 (Unreliable),0.1 (Unreliable)
2000,White,2106-3,"Hydrocephalus, unspecified",G91.9,10,9812402,0.1 (Unreliable),0.1 (Unreliable)
2000,White,2106-3,"Anoxic brain damage, not elsewhere classified",G93.1,162,9812402,1.7,1.5
2000,White,2106-3,"Encephalopathy, unspecified",G93.4,31,9812402,0.3,0.3
2000,White,2106-3,"Disorder of brain, unspecified",G93.9,25,9812402,0.3,0.2
2000,White,2106-3,Mitral stenosis,I05.0,28,9812402,0.3,0.3
2000,White,2106-3,"Mitral valve disease, unspecified",I05.9,46,9812402,0.5,0.4
2000,White,2106-3,Disorders of both mitral and aortic valves,I08.0,16,9812402,0.2 (Unreliable),0.1 (Unreliable)
2000,White,2106-3,"Rheumatic heart disease, unspecified",I09.9,24,9812402,0.2,0.2
2000,White,2106-3,Essential (primary) hypertension,I10,451,9812402,4.6,4.2
2000,White,2106-3,Hypertensive heart disease with (congestive) heart failure,I11.0,318,9812402,3.2,3
2000,White,2106-3,Hypertensive heart disease without (congestive) heart failure,I11.9,445,9812402,4.5,4.2
2000,White,2106-3,Hypertensive renal disease with renal failure,I12.0,244,9812402,2.5,2.3
2000,White,2106-3,Hypertensive heart and renal disease with renal failure,I13.1,30,9812402,0.3,0.3
2000,White,2106-3,Hypertensive heart and renal disease with both (congestive) heart failure and renal failure,I13.2,65,9812402,0.7,0.6
2000,White,2106-3,"Angina pectoris, unspecified",I20.9,14,9812402,0.1 (Unreliable),0.1 (Unreliable)
2000,White,2106-3,Acute subendocardial myocardial infarction,I21.4,18,9812402,0.2 (Unreliable),0.2 (Unreliable)
2000,White,2106-3,"Acute myocardial infarction, unspecified",I21.9,7810,9812402,79.6,72.9
2000,White,2106-3,Other forms of acute ischaemic heart disease,I24.8,27,9812402,0.3,0.3
2000,White,2106-3,"Acute ischaemic heart disease, unspecified",I24.9,19,9812402,0.2 (Unreliable),0.2 (Unreliable)
2000,White,2106-3,"Atherosclerotic cardiovascular disease, so described",I25.0,1932,9812402,19.7,18.1
2000,White,2106-3,Atherosclerotic heart disease,I25.1,10801,9812402,110.1,100.6
2000,White,2106-3,Old myocardial infarction,I25.2,26,9812402,0.3,0.2
2000,White,2106-3,Ischaemic cardiomyopathy,I25.5,457,9812402,4.7,4.2
2000,White,2106-3,Other forms of chronic ischaemic heart disease,I25.8,66,9812402,0.7,0.6
2000,White,2106-3,"Chronic ischaemic heart disease, unspecified",I25.9,329,9812402,3.4,3.1
2000,White,2106-3,Pulmonary embolism without mention of acute cor pulmonale,I26.9,304,9812402,3.1,2.9
2000,White,2106-3,Primary pulmonary hypertension,I27.0,111,9812402,1.1,1.1
2000,White,2106-3,"Pulmonary heart disease, unspecified",I27.9,65,9812402,0.7,0.6
2000,White,2106-3,Acute and subacute infective endocarditis,I33.0,42,9812402,0.4,0.4
2000,White,2106-3,Mitral (valve) insufficiency,I34.0,75,9812402,0.8,0.7
2000,White,2106-3,Aortic (valve) stenosis,I35.0,386,9812402,3.9,3.6
2000,White,2106-3,Aortic (valve) insufficiency,I35.1,33,9812402,0.3,0.3
2000,White,2106-3,"Aortic valve disorder, unspecified",I35.9,61,9812402,0.6,0.6
2000,White,2106-3,"Endocarditis, valve unspecified",I38,185,9812402,1.9,1.7
2000,White,2106-3,Infective myocarditis,I40.0,10,9812402,0.1 (Unreliable),0.1 (Unreliable)
2000,White,2106-3,Dilated cardiomyopathy,I42.0,169,9812402,1.7,1.6
2000,White,2106-3,Obstructive hypertrophic cardiomyopathy,I42.1,11,9812402,0.1 (Unreliable),0.1 (Unreliable)
2000,White,2106-3,Other hypertrophic cardiomyopathy,I42.2,72,9812402,0.7,0.7
2000,White,2106-3,Alcoholic cardiomyopathy,I42.6,14,9812402,0.1 (Unreliable),0.1 (Unreliable)
2000,White,2106-3,"Cardiomyopathy, unspecified",I42.9,788,9812402,8,7.4
2000,White,2106-3,"Atrioventricular block, complete",I44.2,15,9812402,0.2 (Unreliable),0.1 (Unreliable)
2000,White,2106-3,"Sudden cardiac death, so described",I46.1,207,9812402,2.1,1.9
2000,White,2106-3,"Cardiac arrest, unspecified",I46.9,651,9812402,6.6,6.1
2000,White,2106-3,Ventricular tachycardia,I47.2,22,9812402,0.2,0.2
2000,White,2106-3,Atrial fibrillation and flutter,I48,415,9812402,4.2,3.9
2000,White,2106-3,Ventricular fibrillation and flutter,I49.0,62,9812402,0.6,0.6
2000,White,2106-3,Sick sinus syndrome,I49.5,22,9812402,0.2,0.2
2000,White,2106-3,"Cardiac arrhythmia, unspecified",I49.9,374,9812402,3.8,3.5
2000,White,2106-3,Congestive heart failure,I50.0,2228,9812402,22.7,20.8
2000,White,2106-3,"Heart failure, unspecified",I50.9,123,9812402,1.3,1.1
2000,White,2106-3,"Myocarditis, unspecified",I51.4,27,9812402,0.3,0.3
2000,White,2106-3,Myocardial degeneration,I51.5,10,9812402,0.1 (Unreliable),0.1 (Unreliable)
2000,White,2106-3,"Cardiovascular disease, unspecified",I51.6,93,9812402,0.9,0.9
2000,White,2106-3,Cardiomegaly,I51.7,50,9812402,0.5,0.5
2000,White,2106-3,Other ill-defined heart diseases,I51.8,41,9812402,0.4,0.4
2000,White,2106-3,"Heart disease, unspecified",I51.9,89,9812402,0.9,0.8
2000,White,2106-3,"Subarachnoid haemorrhage from intracranial artery, unspecified",I60.7,18,9812402,0.2 (Unreliable),0.2 (Unreliable)
2000,White,2106-3,"Subarachnoid haemorrhage, unspecified",I60.9,229,9812402,2.3,2.2
2000,White,2106-3,Intracerebral haemorrhage in brain stem,I61.3,17,9812402,0.2 (Unreliable),0.2 (Unreliable)
2000,White,2106-3,Intracerebral haemorrhage in cerebellum,I61.4,21,9812402,0.2,0.2
2000,White,2106-3,"Intracerebral haemorrhage, intraventricular",I61.5,17,9812402,0.2 (Unreliable),0.2 (Unreliable)
2000,White,2106-3,"Intracerebral haemorrhage, unspecified",I61.9,675,9812402,6.9,6.3
2000,White,2106-3,Subdural haemorrhage (acute)(nontraumatic),I62.0,94,9812402,1,0.9
2000,White,2106-3,"Intracranial haemorrhage (nontraumatic), unspecified",I62.9,215,9812402,2.2,2
2000,White,2106-3,Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries,I63.2,31,9812402,0.3,0.3
2000,White,2106-3,Cerebral infarction due to thrombosis of cerebral arteries,I63.3,111,9812402,1.1,1
2000,White,2106-3,Cerebral infarction due to embolism of cerebral arteries,I63.4,19,9812402,0.2 (Unreliable),0.2 (Unreliable)
2000,White,2106-3,"Cerebral infarction, unspecified",I63.9,365,9812402,3.7,3.4
2000,White,2106-3,"Stroke, not specified as haemorrhage or infarction",I64,3363,9812402,34.3,31.2
2000,White,2106-3,"Cerebral aneurysm, nonruptured",I67.1,24,9812402,0.2,0.2
2000,White,2106-3,Cerebral atherosclerosis,I67.2,53,9812402,0.5,0.5
2000,White,2106-3,Other specified cerebrovascular diseases,I67.8,50,9812402,0.5,0.5
2000,White,2106-3,"Cerebrovascular disease, unspecified",I67.9,279,9812402,2.8,2.6
2000,White,2106-3,Sequelae of intracerebral haemorrhage,I69.1,13,9812402,0.1 (Unreliable),0.1 (Unreliable)
2000,White,2106-3,Sequelae of cerebral infarction,I69.3,47,9812402,0.5,0.4
2000,White,2106-3,"Sequelae of stroke, not specified as haemorrhage or infarction",I69.4,362,9812402,3.7,3.4
2000,White,2106-3,Sequelae of other and unspecified cerebrovascular diseases,I69.8,304,9812402,3.1,2.8
2000,White,2106-3,Atherosclerosis of arteries of extremities,I70.2,21,9812402,0.2,0.2
2000,White,2106-3,Generalized and unspecified atherosclerosis,I70.9,527,9812402,5.4,4.9
2000,White,2106-3,Dissection of aorta [any part],I71.0,124,9812402,1.3,1.2
2000,White,2106-3,"Thoracic aortic aneurysm, ruptured",I71.1,59,9812402,0.6,0.5
2000,White,2106-3,"Thoracic aortic aneurysm, without mention of rupture",I71.2,35,9812402,0.4,0.3
2000,White,2106-3,"Abdominal aortic aneurysm, ruptured",I71.3,232,9812402,2.4,2.1
2000,White,2106-3,"Abdominal aortic aneurysm, without mention of rupture",I71.4,118,9812402,1.2,1.1
2000,White,2106-3,"Aortic aneurysm of unspecified site, ruptured",I71.8,71,9812402,0.7,0.7
2000,White,2106-3,"Aortic aneurysm of unspecified site, without mention of rupture",I71.9,29,9812402,0.3,0.3
2000,White,2106-3,Aneurysm of unspecified site,I72.9,19,9812402,0.2 (Unreliable),0.2 (Unreliable)
2000,White,2106-3,"Peripheral vascular disease, unspecified",I73.9,335,9812402,3.4,3.1
2000,White,2106-3,Embolism and thrombosis of other and unspecified parts of aorta,I74.1,11,9812402,0.1 (Unreliable),0.1 (Unreliable)
2000,White,2106-3,Embolism and thrombosis of unspecified artery,I74.9,19,9812402,0.2 (Unreliable),0.2 (Unreliable)
2000,White,2106-3,Stricture of artery,I77.1,10,9812402,0.1 (Unreliable),0.1 (Unreliable)
2000,White,2106-3,"Arteritis, unspecified",I77.6,17,9812402,0.2 (Unreliable),0.2 (Unreliable)
2000,White,2106-3,"Disorder of arteries and arterioles, unspecified",I77.9,12,9812402,0.1 (Unreliable),0.1 (Unreliable)
2000,White,2106-3,Phlebitis and thrombophlebitis of other deep vessels of lower extremities,I80.2,113,9812402,1.2,1.1
2000,White,2106-3,"Phlebitis and thrombophlebitis of lower extremities, unspecified",I80.3,17,9812402,0.2 (Unreliable),0.2 (Unreliable)
2000,White,2106-3,Other and unspecified disorders of circulatory system,I99,10,9812402,0.1 (Unreliable),0.1 (Unreliable)
2000,White,2106-3,"Influenza with pneumonia, virus not identified",J11.0,39,9812402,0.4,0.4
