country,year,age,obese_degree,gender,obese_status
USA,2010,55 to 59 yrs,2,female,obese
USA,2010,60 to 64 yrs,2,female,overweight
USA,2010,60 to 64 yrs,2,female,obese
USA,2010,65 to 69 yrs,2,female,overweight
USA,2010,65 to 69 yrs,2,female,obese
USA,2010,70 to 74 yrs,2,female,obese
USA,2010,70 to 74 yrs,2,female,overweight
USA,2010,75 to 79 yrs,2,female,obese
USA,2010,75 to 79 yrs,2,female,overweight
USA,2010,80+ yrs,2,female,obese
USA,2010,80+ yrs,2,female,overweight
USA,2010,2 to 4 yrs,3,both,overweight
USA,2010,2 to 4 yrs,3,both,obese
USA,2010,2 to 19 yrs - age-standardized,3,both,obese
USA,2010,2 to 19 yrs - age-standardized,3,both,overweight
USA,2010,5 to 9 yrs,3,both,overweight
USA,2010,5 to 9 yrs,3,both,obese
USA,2010,10 to 14 yrs,3,both,overweight
USA,2010,10 to 14 yrs,3,both,obese
USA,2010,15 to 19 yrs,3,both,overweight
USA,2010,15 to 19 yrs,3,both,obese
USA,2010,20 to 24 yrs,3,both,obese
USA,2010,20 to 24 yrs,3,both,overweight
USA,2010,20+ yrs - age-standardized,3,both,overweight
USA,2010,20+ yrs - age-standardized,3,both,obese
USA,2010,25 to 29 yrs,3,both,obese
USA,2010,25 to 29 yrs,3,both,overweight
USA,2010,30 to 34 yrs,3,both,obese
USA,2010,30 to 34 yrs,3,both,overweight
USA,2010,35 to 39 yrs,3,both,obese
USA,2010,35 to 39 yrs,3,both,overweight
USA,2010,40 to 44 yrs,3,both,overweight
USA,2010,40 to 44 yrs,3,both,obese
USA,2010,45 to 49 yrs,3,both,obese
USA,2010,45 to 49 yrs,3,both,overweight
USA,2010,50 to 54 yrs,3,both,obese
USA,2010,50 to 54 yrs,3,both,overweight
USA,2010,55 to 59 yrs,3,both,obese
USA,2010,55 to 59 yrs,3,both,overweight
USA,2010,60 to 64 yrs,3,both,obese
USA,2010,60 to 64 yrs,3,both,overweight
USA,2010,65 to 69 yrs,3,both,obese
USA,2010,65 to 69 yrs,3,both,overweight
USA,2010,70 to 74 yrs,3,both,obese
USA,2010,70 to 74 yrs,3,both,overweight
USA,2010,75 to 79 yrs,3,both,overweight
USA,2010,75 to 79 yrs,3,both,obese
USA,2010,80+ yrs,3,both,obese
USA,2010,80+ yrs,3,both,overweight
USA,2011,2 to 4 yrs,1,male,obese
USA,2011,2 to 4 yrs,1,male,overweight
USA,2011,2 to 19 yrs - age-standardized,1,male,obese
USA,2011,2 to 19 yrs - age-standardized,1,male,overweight
USA,2011,5 to 9 yrs,1,male,obese
USA,2011,5 to 9 yrs,1,male,overweight
USA,2011,10 to 14 yrs,1,male,obese
USA,2011,10 to 14 yrs,1,male,overweight
USA,2011,15 to 19 yrs,1,male,obese
USA,2011,15 to 19 yrs,1,male,overweight
USA,2011,20 to 24 yrs,1,male,obese
USA,2011,20 to 24 yrs,1,male,overweight
USA,2011,20+ yrs - age-standardized,1,male,obese
USA,2011,20+ yrs - age-standardized,1,male,overweight
USA,2011,25 to 29 yrs,1,male,obese
USA,2011,25 to 29 yrs,1,male,overweight
USA,2011,30 to 34 yrs,1,male,obese
USA,2011,30 to 34 yrs,1,male,overweight
USA,2011,35 to 39 yrs,1,male,obese
USA,2011,35 to 39 yrs,1,male,overweight
USA,2011,40 to 44 yrs,1,male,obese
USA,2011,40 to 44 yrs,1,male,overweight
USA,2011,45 to 49 yrs,1,male,overweight
USA,2011,45 to 49 yrs,1,male,obese
USA,2011,50 to 54 yrs,1,male,overweight
USA,2011,50 to 54 yrs,1,male,obese
USA,2011,55 to 59 yrs,1,male,obese
USA,2011,55 to 59 yrs,1,male,overweight
USA,2011,60 to 64 yrs,1,male,overweight
USA,2011,60 to 64 yrs,1,male,obese
USA,2011,65 to 69 yrs,1,male,overweight
USA,2011,65 to 69 yrs,1,male,obese
USA,2011,70 to 74 yrs,1,male,obese
USA,2011,70 to 74 yrs,1,male,overweight
USA,2011,75 to 79 yrs,1,male,overweight
USA,2011,75 to 79 yrs,1,male,obese
USA,2011,80+ yrs,1,male,overweight
USA,2011,80+ yrs,1,male,obese
USA,2011,2 to 4 yrs,2,female,obese
USA,2011,2 to 4 yrs,2,female,overweight
USA,2011,2 to 19 yrs - age-standardized,2,female,overweight
USA,2011,2 to 19 yrs - age-standardized,2,female,obese
USA,2011,5 to 9 yrs,2,female,obese
USA,2011,5 to 9 yrs,2,female,overweight
USA,2011,10 to 14 yrs,2,female,obese
USA,2011,10 to 14 yrs,2,female,overweight
USA,2011,15 to 19 yrs,2,female,obese
USA,2011,15 to 19 yrs,2,female,overweight
USA,2011,20 to 24 yrs,2,female,obese
USA,2011,20 to 24 yrs,2,female,overweight
USA,2011,20+ yrs - age-standardized,2,female,obese
USA,2011,20+ yrs - age-standardized,2,female,overweight
USA,2011,25 to 29 yrs,2,female,obese
USA,2011,25 to 29 yrs,2,female,overweight
USA,2011,30 to 34 yrs,2,female,overweight
USA,2011,30 to 34 yrs,2,female,obese
USA,2011,35 to 39 yrs,2,female,overweight
USA,2011,35 to 39 yrs,2,female,obese
USA,2011,40 to 44 yrs,2,female,obese
USA,2011,40 to 44 yrs,2,female,overweight
USA,2011,45 to 49 yrs,2,female,overweight
USA,2011,45 to 49 yrs,2,female,obese
USA,2011,50 to 54 yrs,2,female,overweight
USA,2011,50 to 54 yrs,2,female,obese
USA,2011,55 to 59 yrs,2,female,obese
USA,2011,55 to 59 yrs,2,female,overweight
USA,2011,60 to 64 yrs,2,female,obese
USA,2011,60 to 64 yrs,2,female,overweight
USA,2011,65 to 69 yrs,2,female,obese
USA,2011,65 to 69 yrs,2,female,overweight
USA,2011,70 to 74 yrs,2,female,overweight
USA,2011,70 to 74 yrs,2,female,obese
USA,2011,75 to 79 yrs,2,female,overweight
USA,2011,75 to 79 yrs,2,female,obese
USA,2011,80+ yrs,2,female,overweight
USA,2011,80+ yrs,2,female,obese
USA,2011,2 to 4 yrs,3,both,overweight
USA,2011,2 to 4 yrs,3,both,obese
USA,2011,2 to 19 yrs - age-standardized,3,both,overweight
USA,2011,2 to 19 yrs - age-standardized,3,both,obese
USA,2011,5 to 9 yrs,3,both,obese
USA,2011,5 to 9 yrs,3,both,overweight
USA,2011,10 to 14 yrs,3,both,obese
USA,2011,10 to 14 yrs,3,both,overweight
USA,2011,15 to 19 yrs,3,both,overweight
USA,2011,15 to 19 yrs,3,both,obese
USA,2011,20 to 24 yrs,3,both,overweight
USA,2011,20 to 24 yrs,3,both,obese
USA,2011,20+ yrs - age-standardized,3,both,overweight
USA,2011,20+ yrs - age-standardized,3,both,obese
USA,2011,25 to 29 yrs,3,both,overweight
USA,2011,25 to 29 yrs,3,both,obese
USA,2011,30 to 34 yrs,3,both,overweight
USA,2011,30 to 34 yrs,3,both,obese
USA,2011,35 to 39 yrs,3,both,overweight
USA,2011,35 to 39 yrs,3,both,obese
USA,2011,40 to 44 yrs,3,both,obese
USA,2011,40 to 44 yrs,3,both,overweight
USA,2011,45 to 49 yrs,3,both,overweight
USA,2011,45 to 49 yrs,3,both,obese
USA,2011,50 to 54 yrs,3,both,overweight
USA,2011,50 to 54 yrs,3,both,obese
USA,2011,55 to 59 yrs,3,both,overweight
USA,2011,55 to 59 yrs,3,both,obese
USA,2011,60 to 64 yrs,3,both,obese
USA,2011,60 to 64 yrs,3,both,overweight
USA,2011,65 to 69 yrs,3,both,overweight
USA,2011,65 to 69 yrs,3,both,obese
USA,2011,70 to 74 yrs,3,both,overweight
USA,2011,70 to 74 yrs,3,both,obese
USA,2011,75 to 79 yrs,3,both,obese
USA,2011,75 to 79 yrs,3,both,overweight
USA,2011,80+ yrs,3,both,overweight
USA,2011,80+ yrs,3,both,obese
USA,2012,2 to 4 yrs,1,male,obese
USA,2012,2 to 4 yrs,1,male,overweight
USA,2012,2 to 19 yrs - age-standardized,1,male,overweight
USA,2012,2 to 19 yrs - age-standardized,1,male,obese
USA,2012,5 to 9 yrs,1,male,overweight
USA,2012,5 to 9 yrs,1,male,obese
USA,2012,10 to 14 yrs,1,male,obese
USA,2012,10 to 14 yrs,1,male,overweight
USA,2012,15 to 19 yrs,1,male,obese
USA,2012,15 to 19 yrs,1,male,overweight
USA,2012,20 to 24 yrs,1,male,obese
USA,2012,20 to 24 yrs,1,male,overweight
USA,2012,20+ yrs - age-standardized,1,male,obese
USA,2012,20+ yrs - age-standardized,1,male,overweight
USA,2012,25 to 29 yrs,1,male,overweight
USA,2012,25 to 29 yrs,1,male,obese
USA,2012,30 to 34 yrs,1,male,obese
USA,2012,30 to 34 yrs,1,male,overweight
USA,2012,35 to 39 yrs,1,male,obese
USA,2012,35 to 39 yrs,1,male,overweight
USA,2012,40 to 44 yrs,1,male,obese
USA,2012,40 to 44 yrs,1,male,overweight
USA,2012,45 to 49 yrs,1,male,obese
USA,2012,45 to 49 yrs,1,male,overweight
USA,2012,50 to 54 yrs,1,male,overweight
USA,2012,50 to 54 yrs,1,male,obese
USA,2012,55 to 59 yrs,1,male,overweight
USA,2012,55 to 59 yrs,1,male,obese
USA,2012,60 to 64 yrs,1,male,overweight
USA,2012,60 to 64 yrs,1,male,obese
USA,2012,65 to 69 yrs,1,male,obese
USA,2012,65 to 69 yrs,1,male,overweight
USA,2012,70 to 74 yrs,1,male,overweight
USA,2012,70 to 74 yrs,1,male,obese
USA,2012,75 to 79 yrs,1,male,overweight
USA,2012,75 to 79 yrs,1,male,obese
USA,2012,80+ yrs,1,male,overweight
USA,2012,80+ yrs,1,male,obese
USA,2012,2 to 4 yrs,2,female,obese
USA,2012,2 to 4 yrs,2,female,overweight
USA,2012,2 to 19 yrs - age-standardized,2,female,overweight
USA,2012,2 to 19 yrs - age-standardized,2,female,obese
USA,2012,5 to 9 yrs,2,female,obese
USA,2012,5 to 9 yrs,2,female,overweight
USA,2012,10 to 14 yrs,2,female,obese
USA,2012,10 to 14 yrs,2,female,overweight
USA,2012,15 to 19 yrs,2,female,overweight
USA,2012,15 to 19 yrs,2,female,obese
USA,2012,20 to 24 yrs,2,female,overweight
USA,2012,20 to 24 yrs,2,female,obese
USA,2012,20+ yrs - age-standardized,2,female,overweight
USA,2012,20+ yrs - age-standardized,2,female,obese
USA,2012,25 to 29 yrs,2,female,overweight
USA,2012,25 to 29 yrs,2,female,obese
USA,2012,30 to 34 yrs,2,female,overweight
USA,2012,30 to 34 yrs,2,female,obese
USA,2012,35 to 39 yrs,2,female,obese
USA,2012,35 to 39 yrs,2,female,overweight
USA,2012,40 to 44 yrs,2,female,obese
USA,2012,40 to 44 yrs,2,female,overweight
USA,2012,45 to 49 yrs,2,female,obese
USA,2012,45 to 49 yrs,2,female,overweight
USA,2012,50 to 54 yrs,2,female,overweight
USA,2012,50 to 54 yrs,2,female,obese
USA,2012,55 to 59 yrs,2,female,overweight
USA,2012,55 to 59 yrs,2,female,obese
USA,2012,60 to 64 yrs,2,female,obese
USA,2012,60 to 64 yrs,2,female,overweight
USA,2012,65 to 69 yrs,2,female,overweight
USA,2012,65 to 69 yrs,2,female,obese
USA,2012,70 to 74 yrs,2,female,obese
USA,2012,70 to 74 yrs,2,female,overweight
USA,2012,75 to 79 yrs,2,female,overweight
USA,2012,75 to 79 yrs,2,female,obese
USA,2012,80+ yrs,2,female,overweight
USA,2012,80+ yrs,2,female,obese
USA,2012,2 to 4 yrs,3,both,obese
USA,2012,2 to 4 yrs,3,both,overweight
USA,2012,2 to 19 yrs - age-standardized,3,both,overweight
USA,2012,2 to 19 yrs - age-standardized,3,both,obese
USA,2012,5 to 9 yrs,3,both,overweight
USA,2012,5 to 9 yrs,3,both,obese
USA,2012,10 to 14 yrs,3,both,overweight
USA,2012,10 to 14 yrs,3,both,obese
USA,2012,15 to 19 yrs,3,both,obese
USA,2012,15 to 19 yrs,3,both,overweight
USA,2012,20 to 24 yrs,3,both,overweight
USA,2012,20 to 24 yrs,3,both,obese
USA,2012,20+ yrs - age-standardized,3,both,obese
USA,2012,20+ yrs - age-standardized,3,both,overweight
USA,2012,25 to 29 yrs,3,both,obese
USA,2012,25 to 29 yrs,3,both,overweight
USA,2012,30 to 34 yrs,3,both,obese
USA,2012,30 to 34 yrs,3,both,overweight
USA,2012,35 to 39 yrs,3,both,obese
USA,2012,35 to 39 yrs,3,both,overweight
USA,2012,40 to 44 yrs,3,both,overweight
USA,2012,40 to 44 yrs,3,both,obese
USA,2012,45 to 49 yrs,3,both,obese
USA,2012,45 to 49 yrs,3,both,overweight
USA,2012,50 to 54 yrs,3,both,obese
USA,2012,50 to 54 yrs,3,both,overweight
USA,2012,55 to 59 yrs,3,both,obese
USA,2012,55 to 59 yrs,3,both,overweight
USA,2012,60 to 64 yrs,3,both,overweight
USA,2012,60 to 64 yrs,3,both,obese
USA,2012,65 to 69 yrs,3,both,obese
USA,2012,65 to 69 yrs,3,both,overweight
USA,2012,70 to 74 yrs,3,both,overweight
USA,2012,70 to 74 yrs,3,both,obese
USA,2012,75 to 79 yrs,3,both,obese
USA,2012,75 to 79 yrs,3,both,overweight
USA,2012,80+ yrs,3,both,obese
USA,2012,80+ yrs,3,both,overweight
USA,2013,2 to 4 yrs,1,male,obese
USA,2013,2 to 4 yrs,1,male,overweight
USA,2013,2 to 19 yrs - age-standardized,1,male,overweight
USA,2013,2 to 19 yrs - age-standardized,1,male,obese
USA,2013,5 to 9 yrs,1,male,obese
USA,2013,5 to 9 yrs,1,male,overweight
USA,2013,10 to 14 yrs,1,male,obese
USA,2013,10 to 14 yrs,1,male,overweight
USA,2013,15 to 19 yrs,1,male,obese
USA,2013,15 to 19 yrs,1,male,overweight
USA,2013,20 to 24 yrs,1,male,obese
USA,2013,20 to 24 yrs,1,male,overweight
USA,2013,20+ yrs - age-standardized,1,male,obese
USA,2013,20+ yrs - age-standardized,1,male,overweight
USA,2013,25 to 29 yrs,1,male,overweight
USA,2013,25 to 29 yrs,1,male,obese
USA,2013,30 to 34 yrs,1,male,obese
USA,2013,30 to 34 yrs,1,male,overweight
USA,2013,35 to 39 yrs,1,male,obese
USA,2013,35 to 39 yrs,1,male,overweight
USA,2013,40 to 44 yrs,1,male,overweight
USA,2013,40 to 44 yrs,1,male,obese
USA,2013,45 to 49 yrs,1,male,obese
USA,2013,45 to 49 yrs,1,male,overweight
USA,2013,50 to 54 yrs,1,male,obese
USA,2013,50 to 54 yrs,1,male,overweight
USA,2013,55 to 59 yrs,1,male,obese
USA,2013,55 to 59 yrs,1,male,overweight
USA,2013,60 to 64 yrs,1,male,overweight
USA,2013,60 to 64 yrs,1,male,obese
USA,2013,65 to 69 yrs,1,male,obese
USA,2013,65 to 69 yrs,1,male,overweight
USA,2013,70 to 74 yrs,1,male,obese
USA,2013,70 to 74 yrs,1,male,overweight
USA,2013,75 to 79 yrs,1,male,overweight
USA,2013,75 to 79 yrs,1,male,obese
USA,2013,80+ yrs,1,male,obese
USA,2013,80+ yrs,1,male,overweight
USA,2013,2 to 4 yrs,2,female,obese
USA,2013,2 to 4 yrs,2,female,overweight
USA,2013,2 to 19 yrs - age-standardized,2,female,overweight
USA,2013,2 to 19 yrs - age-standardized,2,female,obese
USA,2013,5 to 9 yrs,2,female,obese
USA,2013,5 to 9 yrs,2,female,overweight
USA,2013,10 to 14 yrs,2,female,obese
USA,2013,10 to 14 yrs,2,female,overweight
USA,2013,15 to 19 yrs,2,female,overweight
USA,2013,15 to 19 yrs,2,female,obese
USA,2013,20 to 24 yrs,2,female,obese
USA,2013,20 to 24 yrs,2,female,overweight
USA,2013,20+ yrs - age-standardized,2,female,obese
USA,2013,20+ yrs - age-standardized,2,female,overweight
USA,2013,25 to 29 yrs,2,female,overweight
USA,2013,25 to 29 yrs,2,female,obese
USA,2013,30 to 34 yrs,2,female,overweight
USA,2013,30 to 34 yrs,2,female,obese
USA,2013,35 to 39 yrs,2,female,overweight
USA,2013,35 to 39 yrs,2,female,obese
USA,2013,40 to 44 yrs,2,female,overweight
USA,2013,40 to 44 yrs,2,female,obese
USA,2013,45 to 49 yrs,2,female,overweight
USA,2013,45 to 49 yrs,2,female,obese
USA,2013,50 to 54 yrs,2,female,obese
USA,2013,50 to 54 yrs,2,female,overweight
USA,2013,55 to 59 yrs,2,female,obese
USA,2013,55 to 59 yrs,2,female,overweight
USA,2013,60 to 64 yrs,2,female,obese
USA,2013,60 to 64 yrs,2,female,overweight
USA,2013,65 to 69 yrs,2,female,obese
USA,2013,65 to 69 yrs,2,female,overweight
USA,2013,70 to 74 yrs,2,female,obese
USA,2013,70 to 74 yrs,2,female,overweight
USA,2013,75 to 79 yrs,2,female,obese
USA,2013,75 to 79 yrs,2,female,overweight
USA,2013,80+ yrs,2,female,obese
USA,2013,80+ yrs,2,female,overweight
USA,2013,2 to 4 yrs,3,both,overweight
USA,2013,2 to 4 yrs,3,both,obese
USA,2013,2 to 19 yrs - age-standardized,3,both,obese
USA,2013,2 to 19 yrs - age-standardized,3,both,overweight
USA,2013,5 to 9 yrs,3,both,overweight
USA,2013,5 to 9 yrs,3,both,obese
USA,2013,10 to 14 yrs,3,both,overweight
USA,2013,10 to 14 yrs,3,both,obese
USA,2013,15 to 19 yrs,3,both,obese
USA,2013,15 to 19 yrs,3,both,overweight
USA,2013,20 to 24 yrs,3,both,overweight
USA,2013,20 to 24 yrs,3,both,obese
USA,2013,20+ yrs - age-standardized,3,both,overweight
USA,2013,20+ yrs - age-standardized,3,both,obese
USA,2013,25 to 29 yrs,3,both,obese
USA,2013,25 to 29 yrs,3,both,overweight
USA,2013,30 to 34 yrs,3,both,overweight
USA,2013,30 to 34 yrs,3,both,obese
USA,2013,35 to 39 yrs,3,both,overweight
USA,2013,35 to 39 yrs,3,both,obese
USA,2013,40 to 44 yrs,3,both,overweight
USA,2013,40 to 44 yrs,3,both,obese
USA,2013,45 to 49 yrs,3,both,obese
USA,2013,45 to 49 yrs,3,both,overweight
USA,2013,50 to 54 yrs,3,both,overweight
USA,2013,50 to 54 yrs,3,both,obese
USA,2013,55 to 59 yrs,3,both,overweight
USA,2013,55 to 59 yrs,3,both,obese
USA,2013,60 to 64 yrs,3,both,obese
USA,2013,60 to 64 yrs,3,both,overweight
USA,2013,65 to 69 yrs,3,both,obese
USA,2013,65 to 69 yrs,3,both,overweight
USA,2013,70 to 74 yrs,3,both,obese
USA,2013,70 to 74 yrs,3,both,overweight
USA,2013,75 to 79 yrs,3,both,overweight
USA,2013,75 to 79 yrs,3,both,obese
USA,2013,80+ yrs,3,both,overweight
USA,2013,80+ yrs,3,both,obese
